chr1	1230776	20389240
chr2	1230776	20389240
chr3	1230776	20389240
chr4	1230776	20389240
chr5	1230776	20389240
chr6	1230776	20389240
chr7	1230776	20389240
chr8	1230776	20389240
chr9	1230776	20389240
chr10	1230776	20389240
chr11	1230776	20389240
chr12	1230776	20389240
chr13	1230776	20389240
chr14	1230776	20389240
chr15	1230776	20389240
chr16	1230776	20389240
chr17	1230776	20389240
chr18	1230776	20389240
chr19	1230776	20389240
chr20	1230776	20389240
chr21	1230776	20389240
chr22	1230776	20389240
chrX	1230776	20389240
