chr1	54531335	61967425
chr2	54531335	61967425
chr3	54531335	61967425
chr4	54531335	61967425
chr5	54531335	61967425
chr6	54531335	61967425
chr7	54531335	61967425
chr8	54531335	61967425
chr9	54531335	61967425
chr10	54531335	61967425
chr11	54531335	61967425
chr12	54531335	61967425
chr13	54531335	61967425
chr14	54531335	61967425
chr15	54531335	61967425
chr16	54531335	61967425
chr17	54531335	61967425
chr18	54531335	61967425
chr19	54531335	61967425
chr20	54531335	61967425
chr21	54531335	61967425
chr22	54531335	61967425
chrX	54531335	61967425
